,title,location,company,salary,city,state,parsed_salary
0,Principal Technology Product Manager,"Detroit, MI",Amazon,NaN,Detroit,MI,NaN
1,Product Development Chemist,"Auburn Hills, MI",Huntsman,NaN,Detroit,MI,NaN
2,Senior NEPA Environmental Scientist (Omaha / Lincoln),"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
3,Data Scientist/Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
4,Radar Exploitation Scientist,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
5,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
6,Biomedical Laboratory Officer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
7,Analytical Scientist (LC-MSMS / NMR Small Molecule),"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
8,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
9,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
10,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
11,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
12,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
13,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
14,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
15,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
16,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
17,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
18,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
19,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
20,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
21,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
22,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
23,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
24,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
25,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
26,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
27,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
28,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
29,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
30,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
31,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
32,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
33,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
34,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
35,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
36,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
37,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
38,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
39,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
40,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
41,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
42,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
43,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
44,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
45,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
46,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
47,Software Development Engineer – Emerging AWS Machine Learnin...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
48,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
49,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
50,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
51,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
52,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
53,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
54,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
55,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
56,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
57,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
58,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
59,Data Scientist - Analytics Infrastructure,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
60,R&D Quantitative Analyst – Machine Learning,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
61,Machine Learning for Autonomous Vehicles Research Engineer,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
62,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
63,Principal Technology Product Manager,"Detroit, MI",Amazon,NaN,Detroit,MI,NaN
64,Radar Exploitation Scientist,"Ann Arbor, MI",Leidos,NaN,Detroit,MI,NaN
65,Product Development Chemist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
66,Senior NEPA Environmental Scientist (Omaha / Lincoln),"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
67,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
68,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
69,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
70,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
71,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
72,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
73,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
74,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
75,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
76,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
77,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
78,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
79,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
80,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
81,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
82,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
83,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
84,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
85,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
86,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
87,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
88,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
89,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
90,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
91,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
92,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
93,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
94,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
95,Software Development Engineer – Emerging AWS Machine Learnin...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
96,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
97,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
98,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
99,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
100,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
101,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
102,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
103,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
104,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
105,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
106,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
107,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
108,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
109,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
110,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
111,Radar Exploitation Scientist,"Ann Arbor, MI",Leidos,NaN,Detroit,MI,NaN
112,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
113,Data Scientist - Analytics Infrastructure,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
114,Automated Driving Research Scientist – Real-time Path Planni...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
115,Data Operations Analyst,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
116,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
117,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
118,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
119,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
120,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
121,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
122,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
123,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
124,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
125,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
126,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
127,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
128,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
129,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
130,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
131,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",AkzoNobel,NaN,Detroit,MI,NaN
132,Software Development Engineer – Emerging AWS Machine Learnin...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
133,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
134,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
135,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
136,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",AkzoNobel,NaN,Detroit,MI,NaN
137,Software Development Engineer – Emerging AWS Machine Learnin...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
138,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
139,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
140,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
141,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
142,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
143,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
144,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
145,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
146,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
147,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
148,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
149,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
150,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
151,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
152,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
153,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
154,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
155,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
156,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
157,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
158,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
159,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
160,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
161,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
162,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
163,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
164,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
165,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
166,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
167,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
168,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
169,Principal Technology Product Manager,"Detroit, MI",Amazon,NaN,Detroit,MI,NaN
170,Radar Exploitation Scientist,"Ann Arbor, MI",Leidos,NaN,Detroit,MI,NaN
171,Product Development Chemist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
172,Senior NEPA Environmental Scientist (Omaha / Lincoln),"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
173,Biomedical Laboratory Officer,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
174,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
175,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
176,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
177,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
178,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
179,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
180,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
181,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
182,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
183,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
184,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
185,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
186,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
187,"Software Development Engineer, Big Data- Relocation Opportun...",United States,Amazon Corporate LLC,NaN,Detroit,MI,NaN
188,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
189,Software Development Engineer – Emerging AWS Machine Learnin...,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
190,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
191,Research Scientist-Emerging Technology [3 to 5 Yrs of Exp] L...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
192,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
193,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
194,"Software Development Engineer, Big Data- Relocation Opportun...","Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
195,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
196,Software Development Engineer – Emerging AWS Machine Learnin...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
197,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
198,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
199,"Software Development Engineer, Big Data- Relocation Opportun...","Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
200,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
201,Software Development Engineer – Emerging AWS Machine Learnin...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
202,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
203,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
204,"Software Development Engineer, Big Data- Relocation Opportun...","Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
205,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
206,Software Development Engineer – Emerging AWS Machine Learnin...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
207,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
208,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
209,"Software Development Engineer, Big Data- Relocation Opportun...","Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
210,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
211,Software Development Engineer – Emerging AWS Machine Learnin...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
212,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
213,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
214,"Software Development Engineer, Big Data- Relocation Opportun...","Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
215,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
216,Software Development Engineer – Emerging AWS Machine Learnin...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
217,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
218,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
219,"Software Development Engineer, Big Data- Relocation Opportun...","Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
220,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
221,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
222,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
223,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
224,"Software Development Engineer, Big Data- Relocation Opportun...","Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
225,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
226,Software Development Engineer – Emerging AWS Machine Learnin...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
227,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
228,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
229,"Software Development Engineer, Big Data- Relocation Opportun...","Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
230,Software Development Engineer – Emerging AWS Machine Learnin...,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
231,Research Scientist [Exp. with Machine Learning & Computer Vi...,"Novi, MI 48375",Antea®Group,NaN,Detroit,MI,NaN
232,Data Scientist/Analyst,"Dearborn, MI",Millennium Software Incorporated,NaN,Detroit,MI,NaN
233,Software Development Engineer – New AWS Machine Learning- Re...,United States,"Amazon Web Services, Inc.",NaN,Detroit,MI,NaN
234,"Software Development Engineer, Big Data- Relocation Opportun...","Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
