,title,location,company,salary,city,state
16376,"Senior Consultant, Data Scientist","Washington, DC",Civis Analytics,NaN,Washington,DC
16377,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16378,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16379,Data Scientist,"Herndon, VA",Raytheon,NaN,Washington,DC
16380,Visualization and Data Analysis Engineer,"Arlington, VA",Advanced Concepts and Technologies International,NaN,Washington,DC
16381,Data Scientist – Predictive Analytics,"Washington, DC","Rakuten, Inc.",NaN,Washington,DC
16382,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16383,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16384,Data Scientist,"Arlington, VA",Leonie,NaN,Washington,DC
16385,Visualization and Data Analysis Engineer,"Greenbelt, MD",The Aerospace Corporation,NaN,Washington,DC
16386,Data Scientist/Data Engineer,"Gaithersburg, MD 20878",MedImmune,NaN,Washington,DC
16387,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16388,Visualization and Data Analysis Engineer,"Springfield, VA",Intelligent Decisions,NaN,Washington,DC
16389,"Senior Consultant, Data Scientist","Arlington, VA",CACI International Inc,NaN,Washington,DC
16390,Data Scientist – Predictive Analytics,"Washington, DC",Centra Technology,NaN,Washington,DC
16391,Data Scientist/Data Engineer,"Silver Spring, MD 20910","American Nurses Association, Inc",NaN,Washington,DC
16392,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16393,Visualization and Data Analysis Engineer,"Springfield, VA",Intelligent Decisions,NaN,Washington,DC
16394,"Senior Consultant, Data Scientist","Silver Spring, MD",General Dynamics Information Technology,NaN,Washington,DC
16395,Data Scientist – Predictive Analytics,"Falls Church, VA",Smith Arnold Partners,"$15,000 a year",Washington,DC
16396,Data Scientist/Data Engineer,"McLean, VA",Capital One,NaN,Washington,DC
16397,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16398,Visualization and Data Analysis Engineer,"Springfield, VA",Intelligent Decisions,NaN,Washington,DC
16399,"Senior Consultant, Data Scientist","Arlington, VA","E3 Federal Solutions, LLC",NaN,Washington,DC
16400,Data Scientist – Predictive Analytics,"Falls Church, VA 22042",Noblis,NaN,Washington,DC
16401,Data Scientist/Data Engineer,"Rockville, MD 20850",Dr Firstcom Inc,NaN,Washington,DC
16402,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16403,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16404,Data Scientist,"Springfield, VA",OGSystems,NaN,Washington,DC
16405,Visualization and Data Analysis Engineer,"Arlington, VA",CACI International Inc,NaN,Washington,DC
16406,Data Scientist/Data Engineer,"Falls Church, VA 22042",Noblis,NaN,Washington,DC
16407,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16408,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16409,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16410,Visualization and Data Analysis Engineer,"Washington, DC",TechINT Solutions Group,NaN,Washington,DC
16411,"Senior Consultant, Data Scientist","Herndon, VA 20170",BOEING,NaN,Washington,DC
16412,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16413,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16414,Data Scientist,"Bethesda, MD",DDL OMNI Engineering,NaN,Washington,DC
16415,Visualization and Data Analysis Engineer,"Arlington, VA",U.S. Federal Government,"$160,300 - $250,000 a year",Washington,DC
16416,Data Scientist/Data Engineer,"Greenbelt, MD","Science System and Applications, Inc.",NaN,Washington,DC
16417,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16418,Visualization and Data Analysis Engineer,"Springfield, VA",Intelligent Decisions,NaN,Washington,DC
16419,"Senior Consultant, Data Scientist","Washington, DC",Metabiota,NaN,Washington,DC
16420,Data Scientist – Predictive Analytics,"Arlington, VA 22202 (Aurora Highlands area)",Leidos,NaN,Washington,DC
16421,Data Scientist/Data Engineer,"Washington, DC 20036 (Downtown area)",Population Services International,NaN,Washington,DC
16422,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16423,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16424,Data Scientist,"Bethesda, MD",Streetsense,NaN,Washington,DC
16425,Visualization and Data Analysis Engineer,"Reston, VA",Department Of The Interior,"$123,175 - $185,100 a year",Washington,DC
16426,Data Scientist/Data Engineer,"Lanham, MD",Noblis,NaN,Washington,DC
16427,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16428,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16429,Data Scientist,"Arlington, VA",Areté Associates,NaN,Washington,DC
16430,Visualization and Data Analysis Engineer,"Washington, DC",Analytic Recruiting,"$100,000 - $125,000 a year",Washington,DC
16431,Data Scientist/Data Engineer,"Fort Meade, MD",Wood Consulting,NaN,Washington,DC
16432,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16433,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16434,Data Scientist,"Washington, DC 20036 (Downtown area)",American Chemical Society,NaN,Washington,DC
16435,Visualization and Data Analysis Engineer,"Arlington, VA",Jobspring Partners,"$140,000 - $180,000 a year",Washington,DC
16436,Data Scientist/Data Engineer,"Columbia, MD 21045",Cray,NaN,Washington,DC
16437,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16438,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16439,Data Scientist,"Bethesda, MD",National Opinion Research Center (NORC),NaN,Washington,DC
16440,Visualization and Data Analysis Engineer,"Fort Meade, MD",OGSystems,NaN,Washington,DC
16441,Data Scientist/Data Engineer,"Suitland, MD",Department Of Commerce,"$41,835 - $99,296 a year",Washington,DC
16442,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16443,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16444,Data Scientist,"Suitland, MD",EOIR Technologies,NaN,Washington,DC
16445,Visualization and Data Analysis Engineer,"College Park, MD 20740",Earth Resources Technology (ERT),NaN,Washington,DC
16446,Data Scientist/Data Engineer,"Reston, VA",Michael Baker International,NaN,Washington,DC
16447,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16448,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16449,Data Scientist,"Gaithersburg, MD",Novavax,NaN,Washington,DC
16450,Visualization and Data Analysis Engineer,"Bethesda, MD",SAVA,NaN,Washington,DC
16451,Data Scientist/Data Engineer,"Reston, VA",Vencore,NaN,Washington,DC
16452,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16453,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16454,Visualization and Data Analysis Engineer,"Springfield, VA",Intelligent Decisions,NaN,Washington,DC
16455,Data Scientist – Predictive Analytics,"Arlington, VA",Jobspring Partners,"$120,000 - $180,000 a year",Washington,DC
16456,Data Scientist/Data Engineer,"Falls Church, VA","Eagle Medical Services, LLC",NaN,Washington,DC
16457,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16458,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16459,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16460,Data Scientist,"Washington, DC",Dharma,NaN,Washington,DC
16461,Visualization and Data Analysis Engineer,"Rockville, MD 20850",TECHNOLOGY FOR SCIENCE LLC,NaN,Washington,DC
16462,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16463,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16464,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16465,Data Scientist,"Fort Meade, MD","Leidos, Inc.",NaN,Washington,DC
16466,Visualization and Data Analysis Engineer,"Washington, DC 20037 (Foggy Bottom area)",World Wildlife Fund,NaN,Washington,DC
16467,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16468,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16469,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16470,Data Scientist,"Springfield, VA",ManTech International Corporation,NaN,Washington,DC
16471,Visualization and Data Analysis Engineer,"Arlington, VA",U.S. Federal Government,"$119,776 - $169,686 a year",Washington,DC
16472,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16473,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16474,Data Scientist,"Washington, DC",National Association of Counties,NaN,Washington,DC
16475,Visualization and Data Analysis Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16476,"Senior Consultant, Data Scientist","Suitland, MD",Parsons Corporation,NaN,Washington,DC
16477,Data Scientist/Data Engineer,"National Harbor, MD",Novetta,NaN,Washington,DC
16478,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16479,Visualization and Data Analysis Engineer,"Springfield, VA",Intelligent Decisions,NaN,Washington,DC
16480,Data Scientist – Predictive Analytics,"McLean, VA",Mitre Corporation,NaN,Washington,DC
16481,"Senior Consultant, Data Scientist","Arlington, VA","Eastern Research Group, Inc.",NaN,Washington,DC
16482,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16483,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16484,Data Scientist,"Springfield, VA",BAE Systems,NaN,Washington,DC
16485,Visualization and Data Analysis Engineer,"Herndon, VA",Sierra Nevada Corporation,NaN,Washington,DC
16486,Data Scientist/Data Engineer,"Fort Belvoir, VA",Leidos,NaN,Washington,DC
16487,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16488,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16489,Visualization and Data Analysis Engineer,"Springfield, VA",Intelligent Decisions,NaN,Washington,DC
16490,"Senior Consultant, Data Scientist","Washington, DC",FM Talent Source,NaN,Washington,DC
16491,Data Scientist/Data Engineer,"Washington, DC 20036 (Downtown area)",Population Services International,NaN,Washington,DC
16492,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16493,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16494,Visualization and Data Analysis Engineer,"Springfield, VA",Intelligent Decisions,NaN,Washington,DC
16495,"Senior Consultant, Data Scientist","Reston, VA",BridgeView IT,NaN,Washington,DC
16496,Data Scientist/Data Engineer,"Gaithersburg, MD",Novavax,NaN,Washington,DC
16497,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16498,Greenplum Data Scientist,"Lanham, MD","Energy Services Group International, Inc.",NaN,Washington,DC
16499,Data Scientist,"Washington, DC 20036 (Downtown area)",American Society for Microbiology,NaN,Washington,DC
16500,Netezza Developer (Big Data Developer),"Washington, DC","Sotera Defense Solutions, Inc.",NaN,Washington,DC
16501,Data Scientist/Data Engineer,"Bethesda, MD 20814",Abt Associates,NaN,Washington,DC
16502,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16503,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16504,Visualization and Data Analysis Engineer,"Springfield, VA",Intelligent Decisions,NaN,Washington,DC
16505,Data Scientist – Predictive Analytics,"Alexandria, VA",Hewlett Packard Enterprise,NaN,Washington,DC
16506,Data Scientist/Data Engineer,"Gaithersburg, MD",AstraZeneca,NaN,Washington,DC
16507,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16508,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16509,Visualization and Data Analysis Engineer,"Springfield, VA",Intelligent Decisions,NaN,Washington,DC
16510,"Senior Consultant, Data Scientist","Arlington, VA",Accenture,NaN,Washington,DC
16511,Data Scientist/Data Engineer,"Woodlawn, MD",Northrop Grumman,NaN,Washington,DC
16512,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16513,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16514,Data Scientist,"Reston, VA",addastaff,NaN,Washington,DC
16515,Visualization and Data Analysis Engineer,"Chevy Chase, MD",GEICO,NaN,Washington,DC
16516,Data Scientist/Data Engineer,"Washington, DC 20005 (Logan Circle area)",Society for Neuroscience,NaN,Washington,DC
16517,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16518,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16519,Data Scientist,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)",Deloitte,NaN,Washington,DC
16520,Visualization and Data Analysis Engineer,"Washington, DC 20002 (Capitol Hill area)",ICMA-RC,NaN,Washington,DC
16521,Data Scientist/Data Engineer,"Herndon, VA",Twenty Bridge,"$60,000 a year",Washington,DC
16522,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16523,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16524,Data Scientist,"Arlington, VA 22201 (Lyon Village area)",BBB Wise Giving Alliance,NaN,Washington,DC
16525,Visualization and Data Analysis Engineer,"College Park, MD",I.M. Systems Group (IMSG),NaN,Washington,DC
16526,Data Scientist/Data Engineer,"Greenbelt, MD",ASRC Federal,NaN,Washington,DC
16527,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16528,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16529,Visualization and Data Analysis Engineer,"Springfield, VA",Intelligent Decisions,NaN,Washington,DC
16530,"Senior Consultant, Data Scientist","McLean, VA 22102",Modis,NaN,Washington,DC
16531,Data Scientist/Data Engineer,"Fort Meade, MD 20755",Constellation West,NaN,Washington,DC
16532,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16533,Netezza Developer (Big Data Developer),"Washington, DC",Salient CRGT,NaN,Washington,DC
16534,Greenplum Data Scientist,"Lanham, MD","Energy Services Group International, Inc.",NaN,Washington,DC
16535,Data Scientist,"Springfield, VA",Booz Allen Hamilton,NaN,Washington,DC
16536,Data Scientist/Data Engineer,"Reston, VA",Praxis Engineering,NaN,Washington,DC
16537,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16538,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16539,Visualization and Data Analysis Engineer,"Springfield, VA",Intelligent Decisions,NaN,Washington,DC
16540,"Senior Consultant, Data Scientist","Washington, DC 20005 (Logan Circle area)",The Advisory Board Company,NaN,Washington,DC
16541,Data Scientist/Data Engineer,"Gaithersburg, MD",MDA Information Systems LLC,NaN,Washington,DC
16542,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16543,Netezza Developer (Big Data Developer),"Washington, DC",Salient CRGT,NaN,Washington,DC
16544,Greenplum Data Scientist,"Lanham, MD","Energy Services Group International, Inc.",NaN,Washington,DC
16545,Data Scientist,"Washington, DC 20376 (Brentwood area)",Thermopylae Sciences + Technology,NaN,Washington,DC
16546,Data Scientist/Data Engineer,"Silver Spring, MD",General Dynamics - Information Technology,NaN,Washington,DC
16547,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16548,Data Scientist – Predictive Analytics,"Washington, DC",Gallup,NaN,Washington,DC
16549,Data Scientist,"Washington, DC 20005 (Logan Circle area)",American Association for Cancer Research,NaN,Washington,DC
16550,Visualization and Data Analysis Engineer,"Silver Spring, MD",General Dynamics Information Technology,NaN,Washington,DC
16551,Data Scientist/Data Engineer,"Bethesda, MD","ICF International, Inc.",NaN,Washington,DC
16552,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16553,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16554,Visualization and Data Analysis Engineer,"Arlington, VA",Barone Consulting,NaN,Washington,DC
16555,Data Scientist – Predictive Analytics,"Gaithersburg, MD",Ascent Pharma,NaN,Washington,DC
16556,Data Scientist/Data Engineer,"College Park, MD","Optimal Solutions Group, LLC",NaN,Washington,DC
16557,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16558,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16559,Visualization and Data Analysis Engineer,"Springfield, VA",Intelligent Decisions,NaN,Washington,DC
16560,Data Scientist – Predictive Analytics,"Bethesda, MD",General Dynamics Information Technology,NaN,Washington,DC
16561,Data Scientist/Data Engineer,"Arlington, VA 22202 (Aurora Highlands area)",OmniEarth,NaN,Washington,DC
16562,"Senior Consultant, Data Scientist","Arlington, VA",Deloitte,NaN,Washington,DC
16563,Data Scientist,"Hughesville, MD",SMECO,NaN,Washington,DC
16564,Visualization and Data Analysis Engineer,"Springfield, VA",Intelligent Decisions,NaN,Washington,DC
