,title,location,company,salary,city,state,parsed_salary
0,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
1,Machine Learning for Autonomous Vehicles Research Engineer,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
2,Data Scientist Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
3,Descriptive Analytics - Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
4,Data Analytical Scientist,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
5,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
6,Machine Learning for Autonomous Vehicles Research Engineer,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
7,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
8,Descriptive Analytics - Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
9,Marketing Research Analyst,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
10,Data Analytical Scientist,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
11,Data Scientist Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
12,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
13,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
14,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
15,Data Scientist Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
16,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
17,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
18,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
19,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
20,Machine Learning for Autonomous Vehicles Research Engineer,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
21,Marketing Research Analyst,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
22,Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
23,Data Scientist Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
24,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
25,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
26,Machine Learning for Autonomous Vehicles Research Engineer,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
27,Marketing Research Analyst,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
28,Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
29,Data Scientist Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
30,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
31,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
32,Marketing Research Analyst,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
33,Descriptive Analytics - Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
34,Machine Learning for Autonomous Vehicles Research Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
35,Data Scientist Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
36,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
37,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
38,Marketing Research Analyst,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
39,Descriptive Analytics - Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
40,Machine Learning for Autonomous Vehicles Research Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
41,Data Scientist Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
42,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
43,Machine Learning for Autonomous Vehicles Research Engineer,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
44,Data Scientist Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
45,Descriptive Analytics - Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
46,Data Scientist,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
47,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
48,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
49,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
50,Marketing Research Analyst,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
51,Descriptive Analytics - Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
52,Machine Learning for Autonomous Vehicles Research Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
53,Data Scientist Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
54,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
55,Marketing Research Analyst,"Detroit, MI",Michigan.com,NaN,Detroit,MI,NaN
56,Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
57,Descriptive Analytics - Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
58,Machine Learning for Autonomous Vehicles Research Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
59,Data Scientist Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
60,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
61,Data Scientist Engineer,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
62,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
63,Descriptive Analytics - Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
64,Data Scientist,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
65,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
66,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
67,Data Scientist Engineer,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
68,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
69,Descriptive Analytics - Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
70,Data Scientist,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
71,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
72,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
73,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
74,Machine Learning for Autonomous Vehicles Research Engineer,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
75,Data Scientist Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
76,Data Analytical Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
77,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
78,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
79,Automated Driving Research Scientist – Real-time Path Planni...,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
80,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
81,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
82,Descriptive Analytics - Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
83,Marketing Research Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
84,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
85,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
86,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
87,Data Scientist Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
88,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
89,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
90,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
91,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
92,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
93,Data Scientist Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
94,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
95,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
96,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
97,Marketing Research Analyst,"Detroit, MI",Michigan.com,NaN,Detroit,MI,NaN
98,Data Analytical Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
99,Descriptive Analytics - Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
100,Machine Learning for Autonomous Vehicles Research Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
101,Data Scientist Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
102,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
103,Marketing Research Analyst,"Detroit, MI",Michigan.com,NaN,Detroit,MI,NaN
104,Descriptive Analytics - Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
105,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
106,Data Scientist,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
107,Data Scientist Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
108,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
109,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
110,Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
111,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
112,Data Scientist Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
113,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
114,Machine Learning for Autonomous Vehicles Research Engineer,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
115,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
116,Marketing Research Analyst,"Detroit, MI",Michigan.com,NaN,Detroit,MI,NaN
117,Data Analytical Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
118,Descriptive Analytics - Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
119,Data Scientist Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
120,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
121,Machine Learning for Autonomous Vehicles Research Engineer,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
122,Data Scientist Engineer,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
123,Data Analytical Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
124,Descriptive Analytics - Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
125,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
126,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
127,Machine Learning for Autonomous Vehicles Research Engineer,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
128,Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
129,Marketing Research Analyst,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
130,Data Analytical Scientist,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
131,Data Scientist Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
132,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
133,Automated Driving Research Scientist – Real-time Path Planni...,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
134,Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
135,Advanced Analytics Solution Specialist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
136,Data Analytical Scientist,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
137,Machine Learning for Autonomous Vehicles Research Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
138,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
139,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
140,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
141,Data Scientist Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
142,Descriptive Analytics - Data Scientist,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
143,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
144,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
145,Machine Learning for Autonomous Vehicles Research Engineer,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
146,Data Scientist Engineer,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
147,Descriptive Analytics - Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
148,Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
149,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
150,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
151,Machine Learning for Autonomous Vehicles Research Engineer,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
152,Data Scientist Engineer,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
153,Descriptive Analytics - Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
154,Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
155,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
156,Machine Learning for Autonomous Vehicles Research Engineer,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
157,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
158,Marketing Research Analyst,"Detroit, MI",Michigan.com,NaN,Detroit,MI,NaN
159,Data Analytical Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
160,Descriptive Analytics - Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
161,Data Scientist Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
162,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
163,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
164,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
165,Data Scientist Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
166,Data Analytical Scientist,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
167,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
168,Data Scientist Engineer,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
169,Machine Learning for Autonomous Vehicles Research Engineer,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
170,Descriptive Analytics - Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
171,Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
172,Data Analytical Scientist,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
173,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
174,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
175,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
176,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
177,Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
178,Marketing Research Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
179,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
180,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
181,Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
182,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
183,Data Scientist Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
184,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
185,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
186,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
187,Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
188,Marketing Research Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
189,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
190,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
191,Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
192,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
193,Data Scientist Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
194,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
195,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
196,Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
197,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
198,Data Scientist Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
199,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
200,Marketing Research Analyst,"Detroit, MI",Michigan.com,NaN,Detroit,MI,NaN
201,Data Analytical Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
202,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
203,Descriptive Analytics - Data Scientist,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
204,Data Scientist Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
205,Machine Learning for Autonomous Vehicles Research Engineer,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
206,Data Scientist Engineer,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
207,Data Analytical Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
208,Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
209,Descriptive Analytics - Data Scientist,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
210,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
211,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
212,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
213,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
214,Marketing Research Analyst,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
215,Data Analytical Scientist,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
216,Data Scientist Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
217,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
218,Data Scientist Engineer,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
219,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
220,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
221,Data Analytical Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
222,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
223,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
224,Data Scientist Engineer,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
225,Machine Learning for Autonomous Vehicles Research Engineer,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
226,Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
227,Data Analytical Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
228,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
229,Machine Learning for Autonomous Vehicles Research Engineer,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
230,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
231,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
232,Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
233,Marketing Research Analyst,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
234,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
235,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
236,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
237,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
238,Data Scientist Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
239,Machine Learning for Autonomous Vehicles Research Engineer,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
240,Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
241,Data Analytical Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
242,Descriptive Analytics - Data Scientist,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
243,Marketing Research Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
244,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
245,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
246,Data Analytical Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
247,Descriptive Analytics - Data Scientist,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
248,Data Scientist Engineer,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
249,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
250,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
251,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
252,Data Scientist Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
253,Data Analytical Scientist,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
254,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
255,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
256,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
257,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
258,Data Scientist Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
259,Data Analytical Scientist,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
260,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
261,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
262,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
263,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
264,Data Scientist Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
265,Data Analytical Scientist,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
266,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
267,Descriptive Analytics - Data Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
268,Data Scientist,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
269,Machine Learning for Autonomous Vehicles Research Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
270,Data Scientist Engineer,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
271,Data Analytical Scientist,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
272,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
273,Data Analytical Scientist,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
274,Machine Learning for Autonomous Vehicles Research Engineer,"Dearborn, MI",Ford Motor Company,NaN,Detroit,MI,NaN
275,Data Scientist Engineer,"Dearborn, MI",Ciber,NaN,Detroit,MI,NaN
276,Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
277,Descriptive Analytics - Data Scientist,"Troy, MI",Altair Engineering,NaN,Detroit,MI,NaN
278,R&D Quantitative Analyst,"Detroit, MI",St John Hospital & Medical Center,NaN,Detroit,MI,NaN
